GO ID	Description	p-value	q-value	Enrichment (Target Ratio; BG Ration)	Genes
GO:0009648	photoperiodism	0.0004702306129885	0.00134305537671668	2.7 (15/677; 171/20876)	AT2G46830 AT1G22770 AT5G24470 AT1G01060 AT5G37260 AT5G61380 AT3G07650 AT3G22380 AT1G25560 AT4G35090 AT3G47610 AT2G25930 AT2G46340 AT3G09600 AT5G17300
GO:0008361	regulation of cell size	0.000476727245023186	0.00135719000377414	4.33 (8/677; 57/20876)	AT2G34650 AT2G01420 AT4G38430 AT5G62290 AT2G06850 AT2G05790 AT1G70940 AT1G33240
GO:0009070	serine family amino acid biosynthetic process	0.00048989167917783	0.00139015421139544	2.51 (17/677; 209/20876)	AT3G26520 AT3G59060 AT1G76990 AT3G47470 AT5G13760 AT2G30520 AT1G62380 AT1G15820 AT4G34050 AT5G04590 AT1G44446 AT2G05520 AT1G61520 AT3G08940 AT3G53420 AT5G14120 AT1G51070
GO:0010054	trichoblast differentiation	0.000584807684807854	0.0016541419403903	2.09 (24/677; 354/20876)	AT1G37130 AT3G26520 AT4G18710 AT5G09810 AT2G34650 AT3G16850 AT3G62720 AT2G46710 AT2G01420 AT1G78620 AT4G00730 AT4G38430 AT4G39400 AT2G34710 AT2G06850 AT1G70940 AT3G18780 AT4G12420 AT4G22010 AT4G23470 AT3G53420 AT3G54920 AT3G57410 AT4G16370
GO:0048580	regulation of post-embryonic development	0.000600468204506595	0.00169297686361142	1.91 (30/677; 485/20876)	AT1G22770 AT1G13260 AT4G35850 AT1G60190 AT5G37260 AT3G07650 AT3G06500 AT5G11260 AT5G66880 AT2G18790 AT1G04400 AT1G62380 AT1G20450 AT4G01026 AT4G39400 AT5G02500 AT5G45830 AT2G34710 AT2G25930 AT2G22840 AT2G41310 AT2G46340 AT2G24790 AT1G78600 AT1G33240 AT1G53090 AT1G19050 AT3G22840 AT3G47620 AT5G03680
GO:0009069	serine family amino acid metabolic process	0.000696067983106661	0.00195622344779976	2.3 (19/677; 255/20876)	AT3G26520 AT3G59060 AT1G76990 AT3G47470 AT5G13760 AT5G42650 AT2G30520 AT2G30870 AT1G62380 AT1G15820 AT4G34050 AT5G04590 AT1G44446 AT2G05520 AT1G61520 AT3G08940 AT3G53420 AT5G14120 AT1G51070
GO:0009165	nucleotide biosynthetic process	0.000715440118139197	0.00200060887713869	1.91 (29/677; 468/20876)	AT2G41430 AT4G35850 AT3G26520 AT4G18710 AT1G07890 AT2G30870 AT1G06040 AT1G62380 AT1G20440 AT4G19710 AT5G02500 AT5G04590 AT5G10450 AT2G45960 AT2G21660 AT1G65930 AT1G78380 AT3G27060 AT1G66200 AT4G24190 AT4G25630 AT4G34870 AT4G39080 AT4G39090 AT3G52880 AT3G53420 AT5G53460 AT5G56630 AT5G62350
GO:0010167	response to nitrate	0.000720987736995239	0.00200060887713869	2.5 (16/677; 197/20876)	AT3G48360 AT1G68840 AT2G44490 AT2G30870 AT1G25550 AT4G01720 AT3G50740 AT5G27350 AT2G01890 AT4G23470 AT3G49940 AT5G14120 AT5G22890 AT5G24030 AT5G40890 AT5G55850
GO:0019220	regulation of phosphate metabolic process	0.000720987736995239	0.00200060887713869	2.5 (16/677; 197/20876)	AT2G43010 AT1G21600 AT3G11820 AT1G05000 AT1G03600 AT1G70210 AT1G15820 AT5G08330 AT1G78600 AT1G02450 AT3G01480 AT3G08940 AT3G05800 AT1G22070 AT4G11330 AT5G24930
GO:0051174	regulation of phosphorus metabolic process	0.000720987736995239	0.00200060887713869	2.5 (16/677; 197/20876)	AT2G43010 AT1G21600 AT3G11820 AT1G05000 AT1G03600 AT1G70210 AT1G15820 AT5G08330 AT1G78600 AT1G02450 AT3G01480 AT3G08940 AT3G05800 AT1G22070 AT4G11330 AT5G24930
GO:0006995	cellular response to nitrogen starvation	0.000731569259910839	0.00202356697162786	6.7 (5/677; 23/20876)	AT1G59870 AT3G05630 AT4G35090 AT4G08850 AT4G23180
GO:1901293	nucleoside phosphate biosynthetic process	0.000739815132517999	0.00203994043491391	1.91 (29/677; 469/20876)	AT2G41430 AT4G35850 AT3G26520 AT4G18710 AT1G07890 AT2G30870 AT1G06040 AT1G62380 AT1G20440 AT4G19710 AT5G02500 AT5G04590 AT5G10450 AT2G45960 AT2G21660 AT1G65930 AT1G78380 AT3G27060 AT1G66200 AT4G24190 AT4G25630 AT4G34870 AT4G39080 AT4G39090 AT3G52880 AT3G53420 AT5G53460 AT5G56630 AT5G62350
GO:0018958	phenol-containing compound metabolic process	0.000801571988103883	0.00220329802372722	2.33 (18/677; 238/20876)	AT1G59870 AT3G11820 AT5G42650 AT2G44490 AT2G39010 AT2G05940 AT1G64610 AT1G66880 AT4G26090 AT5G14740 AT1G34420 AT1G02450 AT3G01480 AT1G22070 AT4G23470 AT4G33050 AT5G02490 AT5G44070
GO:0042343	indole glucosinolate metabolic process	0.000846311290508023	0.00231900429274073	8.81 (4/677; 14/20876)	AT1G59870 AT1G32640 AT2G44490 AT5G44070
GO:0006470	protein dephosphorylation	0.000850114313340111	0.00232216829976164	2.56 (15/677; 181/20876)	AT2G43010 AT1G21600 AT3G11820 AT1G03600 AT1G15820 AT5G08330 AT1G78600 AT1G02450 AT3G01480 AT3G08940 AT3G05800 AT1G22070 AT4G11330 AT5G46410 AT5G24930
GO:0006007	glucose catabolic process	0.000863446651236772	0.00235126204799029	3.32 (10/677; 93/20876)	AT3G61580 AT1G06410 AT5G09810 AT3G14100 AT1G20696 AT1G23490 AT3G07390 AT3G12560 AT2G01140 AT3G12630
GO:0010053	root epidermal cell differentiation	0.000896374463777966	0.00243337112050528	2.03 (24/677; 365/20876)	AT1G37130 AT3G26520 AT4G18710 AT5G09810 AT2G34650 AT3G16850 AT3G62720 AT2G46710 AT2G01420 AT1G78620 AT4G00730 AT4G38430 AT4G39400 AT2G34710 AT2G06850 AT1G70940 AT3G18780 AT4G12420 AT4G22010 AT4G23470 AT3G53420 AT3G54920 AT3G57410 AT4G16370
GO:0006094	gluconeogenesis	0.000937863447474139	0.00252091999477691	2.63 (14/677; 164/20876)	AT5G09810 AT1G07890 AT2G30870 AT5G02500 AT5G10450 AT2G21660 AT1G65930 AT1G78380 AT3G18780 AT3G12110 AT4G24190 AT4G34870 AT3G52880 AT5G53460
GO:0016126	sterol biosynthetic process	0.000937863447474139	0.00252091999477691	2.63 (14/677; 164/20876)	AT1G30690 AT1G66180 AT4G08950 AT3G58620 AT2G35880 AT1G76160 AT5G04590 AT5G13710 AT2G06850 AT1G12080 AT1G07420 AT1G76490 AT1G01620 AT4G22010
GO:0048573	photoperiodism, flowering	0.000937863447474139	0.00252091999477691	2.63 (14/677; 164/20876)	AT2G46830 AT1G22770 AT5G24470 AT1G01060 AT5G37260 AT5G61380 AT3G07650 AT3G22380 AT1G25560 AT3G47610 AT2G25930 AT2G46340 AT3G09600 AT5G17300
GO:0052542	defense response by callose deposition	0.000942587255131121	0.00252091999477691	3.92 (8/677; 63/20876)	AT1G59870 AT4G34150 AT3G55980 AT2G44490 AT1G09940 AT3G19970 AT4G17615 AT5G44070
GO:0031399	regulation of protein modification process	0.000942999604288697	0.00252091999477691	2.44 (16/677; 202/20876)	AT2G43010 AT1G21600 AT3G11820 AT1G05000 AT1G03600 AT1G70210 AT1G15820 AT5G08330 AT1G78600 AT1G02450 AT3G01480 AT3G08940 AT3G05800 AT1G22070 AT4G11330 AT5G24930
GO:0046351	disaccharide biosynthetic process	0.000965748051476855	0.00257388618422723	5.14 (6/677; 36/20876)	AT1G06410 AT5G51460 AT1G68020 AT4G02280 AT5G40390 AT1G23870
GO:0055085	transmembrane transport	0.00101435097381201	0.00269522922228199	1.98 (25/677; 390/20876)	AT1G11260 AT1G59870 AT3G26520 AT3G16850 AT2G28890 AT3G45780 AT2G18790 AT4G23050 AT3G54890 AT5G04040 AT5G26340 AT4G17615 AT2G02810 AT2G18960 AT2G24790 AT1G35670 AT3G08940 AT3G22440 AT3G27690 AT3G19850 AT4G08920 AT4G39080 AT3G53420 AT5G47040 AT5G54770
GO:0010073	meristem maintenance	0.00107257759535417	0.00284133292075058	2.16 (20/677; 285/20876)	AT4G36920 AT2G47940 AT5G11260 AT1G04400 AT4G38430 AT2G34710 AT2G05790 AT1G60800 AT1G79420 AT1G70940 AT1G71040 AT3G13510 AT4G03210 AT4G08920 AT4G22010 AT4G24190 AT3G61130 AT5G03680 AT5G09760 AT5G58960
GO:0010099	regulation of photomorphogenesis	0.00109483296054938	0.00289155312662535	6.17 (5/677; 25/20876)	AT5G11260 AT2G46340 AT2G24790 AT1G78600 AT1G53090
GO:0019319	hexose biosynthetic process	0.00111823885643004	0.00294450124041795	2.59 (14/677; 167/20876)	AT5G09810 AT1G07890 AT2G30870 AT5G02500 AT5G10450 AT2G21660 AT1G65930 AT1G78380 AT3G18780 AT3G12110 AT4G24190 AT4G34870 AT3G52880 AT5G53460
GO:0009583	detection of light stimulus	0.00112461678720474	0.00295242919552961	8.22 (4/677; 15/20876)	AT3G59060 AT2G25930 AT2G46340 AT4G08920
GO:0015672	monovalent inorganic cation transport	0.00116009204965695	0.00303647031379181	2.4 (16/677; 206/20876)	AT3G16850 AT3G45780 AT2G18790 AT1G04690 AT4G23050 AT3G54890 AT4G17615 AT2G18960 AT2G24790 AT1G35670 AT3G08940 AT3G27690 AT3G19850 AT4G08920 AT4G39080 AT5G54770
GO:0019320	hexose catabolic process	0.00119761544886381	0.00310686287419356	3.18 (10/677; 97/20876)	AT3G61580 AT1G06410 AT5G09810 AT3G14100 AT1G20696 AT1G23490 AT3G07390 AT3G12560 AT2G01140 AT3G12630
GO:0046365	monosaccharide catabolic process	0.00119761544886381	0.00310686287419356	3.18 (10/677; 97/20876)	AT3G61580 AT1G06410 AT5G09810 AT3G14100 AT1G20696 AT1G23490 AT3G07390 AT3G12560 AT2G01140 AT3G12630
GO:0052545	callose localization	0.00119761544886381	0.00310686287419356	3.18 (10/677; 97/20876)	AT1G59870 AT4G34150 AT3G55980 AT2G44490 AT1G09940 AT3G19970 AT5G16830 AT4G17615 AT1G05570 AT5G44070
GO:0042631	cellular response to water deprivation	0.00128413104715168	0.00331170638475961	3.74 (8/677; 66/20876)	AT5G57660 AT2G05940 AT3G05630 AT2G15970 AT1G78380 AT3G05740 AT3G27690 AT4G30660
GO:0071462	cellular response to water stimulus	0.00128413104715168	0.00331170638475961	3.74 (8/677; 66/20876)	AT5G57660 AT2G05940 AT3G05630 AT2G15970 AT1G78380 AT3G05740 AT3G27690 AT4G30660
GO:0090627	plant epidermal cell differentiation	0.00129547800682899	0.00333117203175968	1.97 (24/677; 375/20876)	AT1G37130 AT3G26520 AT4G18710 AT5G09810 AT2G34650 AT3G16850 AT3G62720 AT2G46710 AT2G01420 AT1G78620 AT4G00730 AT4G38430 AT4G39400 AT2G34710 AT2G06850 AT1G70940 AT3G18780 AT4G12420 AT4G22010 AT4G23470 AT3G53420 AT3G54920 AT3G57410 AT4G16370
GO:0015994	chlorophyll metabolic process	0.00131739136063842	0.00337761466116284	2.45 (15/677; 189/20876)	AT3G59060 AT2G44920 AT3G11670 AT4G31390 AT5G42650 AT5G01520 AT1G44446 AT2G38800 AT1G54100 AT1G78600 AT1G70610 AT3G01480 AT3G22840 AT1G58290 AT5G43150
GO:0031669	cellular response to nutrient levels	0.0013742155174628	0.00351303214990489	2.08 (21/677; 312/20876)	AT1G59870 AT3G62980 AT5G41080 AT3G11670 AT3G47340 AT2G05940 AT3G05630 AT3G18290 AT4G35090 AT1G23020 AT1G78380 AT1G71040 AT1G01620 AT3G17790 AT4G08850 AT4G08920 AT4G23180 AT4G39080 AT3G53420 AT5G22890 AT5G40890
GO:0016125	sterol metabolic process	0.00140324533252852	0.00357681567318316	2.52 (14/677; 171/20876)	AT1G30690 AT1G66180 AT4G08950 AT3G58620 AT2G35880 AT1G76160 AT5G04590 AT5G13710 AT2G06850 AT1G12080 AT1G07420 AT1G76490 AT1G01620 AT4G22010
GO:2001057	reactive nitrogen species metabolic process	0.00146127558635826	0.00371070097243148	7.71 (4/677; 16/20876)	AT1G37130 AT1G77760 AT1G66200 AT5G53460
GO:0031667	response to nutrient levels	0.00146423458540003	0.00371070097243148	2.03 (22/677; 335/20876)	AT1G59870 AT1G66180 AT3G62980 AT5G41080 AT3G11670 AT3G47340 AT2G05940 AT3G05630 AT3G18290 AT4G35090 AT1G23020 AT1G78380 AT1G71040 AT1G01620 AT3G17790 AT4G08850 AT4G08920 AT4G23180 AT4G39080 AT3G53420 AT5G22890 AT5G40890
GO:0033037	polysaccharide localization	0.00151194120022033	0.00382055822776744	3.08 (10/677; 100/20876)	AT1G59870 AT4G34150 AT3G55980 AT2G44490 AT1G09940 AT3G19970 AT5G16830 AT4G17615 AT1G05570 AT5G44070
GO:0032268	regulation of cellular protein metabolic process	0.00155556704086379	0.00391950195111777	2.15 (19/677; 273/20876)	AT2G43010 AT1G21600 AT3G11820 AT5G18650 AT1G05000 AT1G03600 AT1G70210 AT1G09570 AT1G15820 AT3G08720 AT5G08330 AT1G78600 AT1G02450 AT3G01480 AT3G08940 AT3G05800 AT1G22070 AT4G11330 AT5G24930
GO:0009968	negative regulation of signal transduction	0.0015618721378683	0.00392411247427022	3.63 (8/677; 68/20876)	AT1G01720 AT1G05000 AT2G22430 AT1G80440 AT3G11410 AT3G02140 AT3G59940 AT5G01810
GO:0010648	negative regulation of cell communication	0.00171751717330605	0.00429057371529147	3.58 (8/677; 69/20876)	AT1G01720 AT1G05000 AT2G22430 AT1G80440 AT3G11410 AT3G02140 AT3G59940 AT5G01810
GO:0023057	negative regulation of signaling	0.00171751717330605	0.00429057371529147	3.58 (8/677; 69/20876)	AT1G01720 AT1G05000 AT2G22430 AT1G80440 AT3G11410 AT3G02140 AT3G59940 AT5G01810
GO:0010039	response to iron ion	0.0017229606220606	0.00429194437253731	4 (7/677; 54/20876)	AT1G62380 AT5G01600 AT5G24380 AT2G27050 AT1G70610 AT1G58290 AT4G32190
GO:0006875	cellular metal ion homeostasis	0.00179536348919147	0.00445963258236616	2.37 (15/677; 195/20876)	AT2G46800 AT1G27770 AT2G18790 AT1G04400 AT3G18290 AT5G01600 AT1G23020 AT1G01620 AT4G08920 AT4G39080 AT3G53420 AT5G22890 AT5G40890 AT5G26820 AT4G16370
GO:0055076	transition metal ion homeostasis	0.00184245395457009	0.00456367571857535	2.45 (14/677; 176/20876)	AT2G46800 AT1G27770 AT3G18290 AT5G01600 AT1G23020 AT1G70610 AT1G01620 AT1G58290 AT4G32190 AT4G39080 AT3G53420 AT5G22890 AT5G40890 AT5G26820
GO:0034220	ion transmembrane transport	0.00189439776443905	0.00467912034922973	2.28 (16/677; 216/20876)	AT3G16850 AT2G28890 AT3G45780 AT2G18790 AT4G23050 AT3G54890 AT4G17615 AT2G18960 AT2G24790 AT1G35670 AT3G08940 AT3G27690 AT3G19850 AT4G08920 AT4G39080 AT5G54770
GO:0009581	detection of external stimulus	0.00194395532444362	0.00478803898658053	4.51 (6/677; 41/20876)	AT3G59060 AT2G25930 AT2G46340 AT3G09010 AT4G08920 AT4G33050
GO:0051246	regulation of protein metabolic process	0.00199348022803024	0.00489626722674093	2.1 (19/677; 279/20876)	AT2G43010 AT1G21600 AT3G11820 AT5G18650 AT1G05000 AT1G03600 AT1G70210 AT1G09570 AT1G15820 AT3G08720 AT5G08330 AT1G78600 AT1G02450 AT3G01480 AT3G08940 AT3G05800 AT1G22070 AT4G11330 AT5G24930
GO:0006694	steroid biosynthetic process	0.00208027986743873	0.00509518709078643	2.26 (16/677; 218/20876)	AT1G30690 AT1G66180 AT4G08950 AT3G58620 AT2G35880 AT1G76160 AT5G04590 AT5G13710 AT4G36380 AT2G06850 AT1G12080 AT1G07420 AT1G76490 AT1G28130 AT1G01620 AT4G22010
GO:0010393	galacturonan metabolic process	0.00213405985020849	0.00519787092170665	3.85 (7/677; 56/20876)	AT1G30690 AT1G66180 AT3G24550 AT2G35880 AT1G76160 AT3G61130 AT5G43060
GO:0045488	pectin metabolic process	0.00213405985020849	0.00519787092170665	3.85 (7/677; 56/20876)	AT1G30690 AT1G66180 AT3G24550 AT2G35880 AT1G76160 AT3G61130 AT5G43060
GO:0006778	porphyrin-containing compound metabolic process	0.00217878398667547	0.00529210398279826	2.25 (16/677; 219/20876)	AT3G59060 AT2G44920 AT3G11670 AT4G31390 AT5G42650 AT1G09940 AT5G01520 AT1G44446 AT2G38800 AT1G54100 AT1G78600 AT1G70610 AT3G01480 AT3G22840 AT1G58290 AT5G43150
GO:0033013	tetrapyrrole metabolic process	0.00228114727250282	0.00552543087523945	2.24 (16/677; 220/20876)	AT3G59060 AT2G44920 AT3G11670 AT4G31390 AT5G42650 AT1G09940 AT5G01520 AT1G44446 AT2G38800 AT1G54100 AT1G78600 AT1G70610 AT3G01480 AT3G22840 AT1G58290 AT5G43150
GO:0009072	aromatic amino acid family metabolic process	0.00243580752358479	0.00588379778786758	2.17 (17/677; 242/20876)	AT1G32640 AT3G59060 AT2G36950 AT1G49500 AT5G42650 AT2G44490 AT2G30870 AT3G50740 AT1G44446 AT2G27820 AT2G05520 AT1G08930 AT3G14990 AT4G33050 AT3G51660 AT3G53180 AT5G49760
GO:0009788	negative regulation of abscisic acid-activated signaling pathway	0.00256938474093892	0.00613881396587443	5.14 (5/677; 30/20876)	AT1G01720 AT2G22430 AT3G11410 AT3G02140 AT5G01810
GO:0043562	cellular response to nitrogen levels	0.00256938474093892	0.00613881396587443	5.14 (5/677; 30/20876)	AT1G59870 AT3G05630 AT4G35090 AT4G08850 AT4G23180
GO:1901420	negative regulation of response to alcohol	0.00256938474093892	0.00613881396587443	5.14 (5/677; 30/20876)	AT1G01720 AT2G22430 AT3G11410 AT3G02140 AT5G01810
GO:1905958	negative regulation of cellular response to alcohol	0.00256938474093892	0.00613881396587443	5.14 (5/677; 30/20876)	AT1G01720 AT2G22430 AT3G11410 AT3G02140 AT5G01810
GO:0046364	monosaccharide biosynthetic process	0.0026438757663705	0.00629962389412651	2.36 (14/677; 183/20876)	AT5G09810 AT1G07890 AT2G30870 AT5G02500 AT5G10450 AT2G21660 AT1G65930 AT1G78380 AT3G18780 AT3G12110 AT4G24190 AT4G34870 AT3G52880 AT5G53460
GO:0008202	steroid metabolic process	0.00265298910919254	0.00630420746814259	2.15 (17/677; 244/20876)	AT1G30690 AT1G66180 AT4G08950 AT3G58620 AT2G26710 AT2G35880 AT1G76160 AT5G04590 AT5G13710 AT4G36380 AT2G06850 AT1G12080 AT1G07420 AT1G76490 AT1G28130 AT1G01620 AT4G22010
GO:0009735	response to cytokinin	0.0027663188667463	0.00655574286201897	2.09 (18/677; 266/20876)	AT2G18300 AT1G07890 AT5G58070 AT1G62380 AT5G01600 AT4G16780 AT2G41310 AT1G61520 AT2G21660 AT1G80440 AT1G78100 AT1G19050 AT3G08940 AT3G18780 AT3G47620 AT3G57040 AT3G59940 AT5G53460
GO:0009606	tropism	0.00302337110576888	0.00714560400370401	2.41 (13/677; 166/20876)	AT2G43010 AT3G59060 AT2G34650 AT3G45780 AT2G18790 AT2G30520 AT2G41100 AT1G09570 AT1G04400 AT1G09530 AT1G70940 AT5G58960 AT1G56590
GO:0010583	response to cyclopentenone	0.00324445143282465	0.00764750436769363	2.5 (12/677; 148/20876)	AT3G11700 AT2G36950 AT3G23030 AT3G10500 AT3G02120 AT3G50910 AT5G57560 AT5G65670 AT1G78380 AT3G04730 AT3G12110 AT5G54510
GO:0016559	peroxisome fission	0.00343542360397328	0.00807593583211441	9.25 (3/677; 10/20876)	AT2G45740 AT3G47430 AT3G61070
GO:1901607	alpha-amino acid biosynthetic process	0.0034882154975482	0.00816598505137253	1.86 (23/677; 382/20876)	AT3G26520 AT3G59060 AT1G76990 AT1G33060 AT3G30775 AT3G47470 AT3G47340 AT5G13760 AT2G30520 AT1G62380 AT1G15820 AT4G19710 AT4G34050 AT5G04590 AT1G44446 AT2G27820 AT2G05520 AT1G61520 AT3G08940 AT3G53420 AT5G14120 AT5G53460 AT1G51070
GO:0001558	regulation of cell growth	0.00350166849982025	0.00816598505137253	2.75 (10/677; 112/20876)	AT3G24550 AT3G19590 AT4G38430 AT5G54380 AT1G30570 AT1G35670 AT1G33240 AT4G08920 AT5G13840 AT2G41630
GO:0006857	oligopeptide transport	0.00350166849982025	0.00816598505137253	2.75 (10/677; 112/20876)	AT2G28890 AT1G30110 AT4G24240 AT1G59740 AT4G01720 AT5G24380 AT5G64410 AT4G08850 AT4G38620 AT4G16370
GO:0009267	cellular response to starvation	0.00356229692871147	0.00828533670701286	1.99 (19/677; 294/20876)	AT1G59870 AT3G62980 AT5G41080 AT3G11670 AT3G47340 AT2G05940 AT3G05630 AT3G18290 AT4G35090 AT1G23020 AT1G78380 AT1G71040 AT1G01620 AT3G17790 AT4G08850 AT4G23180 AT3G53420 AT5G22890 AT5G40890
GO:0009636	response to toxic substance	0.003759320518016	0.00872045110416968	1.79 (25/677; 430/20876)	AT1G22770 AT3G48360 AT4G27940 AT2G42790 AT2G36950 AT1G07890 AT4G24240 AT5G05410 AT2G33150 AT2G30870 AT3G10500 AT3G05630 AT3G50910 AT5G01600 AT5G10450 AT2G02810 AT2G47180 AT2G18170 AT1G78380 AT3G16050 AT3G17790 AT4G24190 AT4G37610 AT5G02490 AT5G65430
GO:0009631	cold acclimation	0.00395071254245238	0.00914024037734435	4.67 (5/677; 33/20876)	AT4G25470 AT4G25480 AT1G20440 AT1G20450 AT2G15970
GO:0044272	sulfur compound biosynthetic process	0.0040510706206123	0.00934776129354582	1.74 (27/677; 479/20876)	AT1G32640 AT3G26520 AT3G59060 AT1G76990 AT1G33060 AT3G47470 AT5G13760 AT5G42650 AT2G30520 AT2G44490 AT2G30870 AT1G62380 AT1G15820 AT4G34050 AT4G39350 AT5G04590 AT1G44446 AT2G25450 AT2G05520 AT1G61520 AT3G08940 AT3G06510 AT3G14990 AT3G53420 AT5G14120 AT5G54770 AT1G51070
GO:0051510	regulation of unidimensional cell growth	0.00425261477703402	0.00978706481356359	2.86 (9/677; 97/20876)	AT3G24550 AT3G19590 AT4G38430 AT5G54380 AT1G30570 AT1G35670 AT4G08920 AT5G13840 AT2G41630
GO:0015698	inorganic anion transport	0.00432144095833592	0.00991942771643378	2.05 (17/677; 256/20876)	AT5G41080 AT1G68840 AT2G44490 AT2G30870 AT1G25550 AT4G01720 AT3G50740 AT5G27350 AT2G01890 AT3G27170 AT4G23470 AT3G49940 AT5G14120 AT5G22890 AT5G24030 AT5G40890 AT5G44070
GO:0009640	photomorphogenesis	0.00436320050398335	0.00998913293889825	2.1 (16/677; 235/20876)	AT2G43010 AT5G24470 AT4G35850 AT2G34650 AT5G11260 AT2G18790 AT1G09570 AT1G06040 AT5G62290 AT2G34710 AT1G09530 AT2G46340 AT2G24790 AT1G78600 AT1G53090 AT4G08920
GO:0072503	cellular divalent inorganic cation homeostasis	0.00438296867068041	0.0100082590533903	3.85 (6/677; 48/20876)	AT2G46800 AT1G27770 AT2G18790 AT1G04400 AT4G08920 AT4G39080
GO:0042542	response to hydrogen peroxide	0.00446586344321391	0.0101710574113388	2.23 (14/677; 194/20876)	AT1G22770 AT3G48360 AT1G07890 AT4G24240 AT5G05410 AT5G01600 AT2G02810 AT2G47180 AT2G18170 AT3G16050 AT3G17790 AT4G24190 AT4G37610 AT5G02490
GO:0010325	raffinose family oligosaccharide biosynthetic process	0.00461062615101648	0.0104195647959759	8.41 (3/677; 11/20876)	AT3G63010 AT5G40390 AT3G05120
GO:0051865	protein autoubiquitination	0.00461062615101648	0.0104195647959759	8.41 (3/677; 11/20876)	AT3G46620 AT3G52450 AT3G12630
GO:2000762	regulation of phenylpropanoid metabolic process	0.00461062615101648	0.0104195647959759	8.41 (3/677; 11/20876)	AT1G80440 AT4G38620 AT3G59940
GO:0042594	response to starvation	0.00475166634135417	0.0107106969621108	1.94 (19/677; 302/20876)	AT1G59870 AT3G62980 AT5G41080 AT3G11670 AT3G47340 AT2G05940 AT3G05630 AT3G18290 AT4G35090 AT1G23020 AT1G78380 AT1G71040 AT1G01620 AT3G17790 AT4G08850 AT4G23180 AT3G53420 AT5G22890 AT5G40890
GO:0005992	trehalose biosynthetic process	0.00503367100645418	0.0112883239961673	5.61 (4/677; 22/20876)	AT1G06410 AT5G51460 AT1G68020 AT1G23870
GO:0055081	anion homeostasis	0.00503367100645418	0.0112883239961673	5.61 (4/677; 22/20876)	AT5G04340 AT3G02040 AT3G17790 AT3G57330
GO:0090421	embryonic meristem initiation	0.00537512799686679	0.0118693254665577	3.7 (6/677; 50/20876)	AT3G16830 AT1G15750 AT5G08130 AT2G34710 AT1G14740 AT3G63500
GO:0009692	ethylene metabolic process	0.00538750535282768	0.0118693254665577	2.59 (10/677; 119/20876)	AT3G55980 AT3G59060 AT1G17420 AT3G06500 AT5G63130 AT2G23320 AT1G62380 AT3G46620 AT3G52710 AT2G23810
GO:0009693	ethylene biosynthetic process	0.00538750535282768	0.0118693254665577	2.59 (10/677; 119/20876)	AT3G55980 AT3G59060 AT1G17420 AT3G06500 AT5G63130 AT2G23320 AT1G62380 AT3G46620 AT3G52710 AT2G23810
GO:0043449	cellular alkene metabolic process	0.00538750535282768	0.0118693254665577	2.59 (10/677; 119/20876)	AT3G55980 AT3G59060 AT1G17420 AT3G06500 AT5G63130 AT2G23320 AT1G62380 AT3G46620 AT3G52710 AT2G23810
GO:0043450	alkene biosynthetic process	0.00538750535282768	0.0118693254665577	2.59 (10/677; 119/20876)	AT3G55980 AT3G59060 AT1G17420 AT3G06500 AT5G63130 AT2G23320 AT1G62380 AT3G46620 AT3G52710 AT2G23810
GO:1900673	olefin metabolic process	0.00538750535282768	0.0118693254665577	2.59 (10/677; 119/20876)	AT3G55980 AT3G59060 AT1G17420 AT3G06500 AT5G63130 AT2G23320 AT1G62380 AT3G46620 AT3G52710 AT2G23810
GO:1900674	olefin biosynthetic process	0.00538750535282768	0.0118693254665577	2.59 (10/677; 119/20876)	AT3G55980 AT3G59060 AT1G17420 AT3G06500 AT5G63130 AT2G23320 AT1G62380 AT3G46620 AT3G52710 AT2G23810
GO:0048588	developmental cell growth	0.00562482712380837	0.0123611159322843	1.74 (25/677; 444/20876)	AT1G37130 AT3G26520 AT4G18710 AT5G09810 AT2G34650 AT3G16850 AT3G62720 AT2G01420 AT1G78620 AT4G38430 AT4G39400 AT5G47200 AT2G06850 AT1G70940 AT1G35670 AT3G18780 AT3G27960 AT4G12420 AT4G22010 AT4G23470 AT3G53420 AT3G54920 AT3G57410 AT4G16370 AT2G41630
GO:0010286	heat acclimation	0.00587227575588189	0.0128726465911832	2.94 (8/677; 84/20876)	AT1G23710 AT2G17840 AT5G05410 AT1G76180 AT1G20440 AT1G13080 AT3G10300 AT3G27210
GO:0009926	auxin polar transport	0.00591445231995682	0.012900599063954	2.72 (9/677; 102/20876)	AT2G34650 AT2G46710 AT2G01420 AT4G38430 AT2G06850 AT2G05790 AT1G70940 AT1G78100 AT4G30960
GO:0022604	regulation of cell morphogenesis	0.00591445231995682	0.012900599063954	2.72 (9/677; 102/20876)	AT3G24550 AT3G19590 AT4G38430 AT5G54380 AT1G30570 AT1G35670 AT4G08920 AT5G13840 AT2G41630
GO:0009582	detection of abiotic stimulus	0.00593937663730541	0.0129228176541084	5.36 (4/677; 23/20876)	AT3G59060 AT2G25930 AT2G46340 AT4G08920
GO:0006536	glutamate metabolic process	0.0060005862697738	0.0130236799445586	7.71 (3/677; 12/20876)	AT3G30775 AT1G79440 AT5G53460
